餃子,jiǎozi,
麵,miàn,
湯,tāng,
包子,bāozi,
蛋糕,dàngāo,
麵包,miànbāo,
水果,shuǐguǒ,
香蕉,xiāngjiāo,
食物,shíwù,
飲料,yǐnliào,
果汁,guǒzhī,
杯子,bēizi,
甜,tián,Duplicate Pinyin
菜單,càidān,
巧克力,qiǎokèlì,
碗,wǎn,Duplicate Pinyin
盤子,pánzi,
一半,yībàn,
一定,yīdìng,
出生,chūshēng,
不同,bùtóng,
地址,dìzhǐ,
傳真,chuánzhēn,
留言,liú​yán,
日期,rìqí,
時間,shíjiān,
鐘頭,zhōngtóu,
夜,yè,Duplicate Pinyin
禮拜,lǐbài,
禮拜天,lǐbàitiān,
前天,qiántiān,
後天,hòutiān,
從前,cóngqián,
一會兒,yīhuǐér,
不久,bùjiǔ,
剛剛,gānggāng,
剛才,gāngcái,
當然,dāngrán,
自己,zìjǐ,
別人,biérén,
年紀,niánjì,
男人,nánrén,
女人,nǚrén,
大人,dàrén,
老人,lǎorén,
習慣,xíguàn,
家庭,jiātíng,
父親,fùqīn,
母親,mǔqīn,
父母,fùmǔ,
爺爺,yéye,
奶奶,nǎinai,
關係,guānxì,
教堂,jiàotáng,
最,zuì,Duplicate Pinyin
更,gèng,
愉快,yúkuài,
開心,kāixīn,
著急,zhāojí,
擔心,dānxīn,
生氣,shēngqì,
怕,pà,
哭,kū,
難過,nánguò,
傷心,shāngxīn,
美麗,měilì,
聰明,cōngmíng,
認真,rènzhēn,
勇敢,yǒnggǎn,
禮貌,lǐmào,
害羞,hàixiū,
應該,yīnggāi,
相信,xiāngxìn,
經驗,jīngyàn,
關心,guānxīn,
辛苦,xīnkǔ,
願意,yuànyì,
心情,xīnqíng,
幸福,xìngfú,
可憐,kělián,
差,chà,
職業,zhíyè,
教師,jiàoshī,
經理,jīnglǐ,
記者,jìzhě,
服務員,fú​wù​yuán,
顧客,gùkè,
教書,jiāoshū,
開會,kāihuì,
下班,xiàbān,
危險,wéixiǎn,
安全,ānquán,
成功,chénggōng,
報告,bàogào,
打算,dǎsuàn,
機會,jīhuì,
如果,rúguǒ,
計畫,jìhuà,
努力,nǔlì,
管理,guǎnlǐ,
學院,xuéyuàn,
小學生,xiǎoxuéshēng,
大學生,dàxuéshēng,
同學,tóngxué,
校長,xiàozhǎng,
放假,fàngjià,
畢業,bìyè,
開學,kāixué,
成績,chéngjī,
學期,xuéqí,
學費,xuéfèi,
暑假,shǔjià,
寒假,hánjià,
服務,fúwù,
宿舍,sùshè,
操場,cāochǎng,
校園,xiàoyuán,
中文,zhōngwén,
文化,wénhuà,
語法,yǔfǎ,
漢語,hànyǔ,
書法,shūfǎ,
書桌,shūzhuō,
字典,zìdiǎn,
漢字,hànzì,
鉛筆,qiānbǐ,
尺,chǐ,
毛筆,máobǐ,
講,jiǎng,
講話,jiǎnghuà,
告訴,gàosù,
念,niàn,
討論,tǎolùn,
認為,rènwéi,
解釋,jiěshì,
同意,tóngyì,
了解,liǎojiě,
清楚,qīngchǔ,
無聊,wúliáo,
遍,biàn,Duplicate Pinyin
交,jiāo,Duplicate Pinyin
借,jiè,Duplicate Pinyin
辦法,bànfǎ,
方法,fāngfǎ,
有用,yǒuyòng,
進步,jìnbù,
忘,wàng,
公寓,gōngyù,
大樓,dàlóu,
臥室,wòshì,
花園,huāyuán,
門口,ménkǒu,
浴室,yùshì,
樓梯,lóutī,
牆,qiáng,
洗衣機,xǐyījī,
冰箱,bīngxiāng,
燈,dēng,Duplicate Pinyin
打開,dǎkāi,
盒子,hézi,
鄰居,línjū,
熱鬧,rènao,
吵,chǎo,Duplicate Pinyin
滿意,mǎnyì,
乾淨,gānjìng,
房租,fángzū,
開水,kāishuǐ,
鄉下,xiāngxià,
森林,sēnlín,
草,cǎo,
枝,zhī,Duplicate Pinyin
隻,zhī,Duplicate Pinyin
動物,dòngwù,
虎,hǔ,
羊,yáng,
豬,zhū,Duplicate Pinyin
月亮,yuèliàng,
星星,xīngxīng,
雲,yún,
地球,dìqiú,
世界,shìjiè,
環境,huánjìng,
晴天,qíngtiān,
暖和,nuǎnhuo,
涼快,liángkuài,
溫暖,wēnnuǎn,
度,dù,
溫度,wēndù,
空氣,kōngqì,
發生,fāshēng,
發現,fāxiàn,
照顧,zhàogù,
打掃,dǎsǎo,
起來,qǐlái,
搬,bān,
掛,guà,
有空,yǒukòng,
過年,guònián,
結束,jiéshù,
完,wán,Duplicate Pinyin
散步,sànbù,Duplicate Pinyin
爬,pá,
跳,tiào,
座位,zuòwèi,
博物館,bówùguǎn,
節目,jiémù,
新聞,xīnwén,
政治,zhèngzhì,
體育,tǐyù,
網站,wǎngzhàn,
經常,jīngcháng,
平常,píngcháng,
總是,zǒngshì,
已經,yǐjīng,
各,gè,
雜誌,zázhì,
文章,wénzhāng,
故事,gùshi,
小說,xiǎoshuō,
美術,měishù,
藝術,yìshù,
興趣,xìngqù,
收,shōu,
談,tán,Duplicate Pinyin
聊天,liáotiān,
遲到,chídào,
後來,hòulái,
變,biàn,Duplicate Pinyin
跳舞,tiàowǔ,
樂器,yuèqì,
吉他,jítā,
鋼琴,gāngqín,
可怕,kěpà,
活動,huódòng,
就,jiù,Duplicate Pinyin
消息,xiāoxí,
又,yòu,Duplicate Pinyin
客人,kèrén,
不好意思,bùhǎoyìsi,
怎麼了,zěnmele,
怎麼辦,zěnmebàn,
客氣,kèqi,
舞會,wǔhuì,
最近,zuìjìn,
請客,qǐngkè,
慶祝,qìngzhù,
聽說,tīngshuō,
感謝,gǎnxiè,
見面,jiànmiàn,
約,yuē,
事情,shìqíng,
明信片,míngxìnpiàn,
卡片,kǎpiàn,
弄,nòng,
檢查,jiǎnchá,
通知,tōngzhī,
麻煩,máfan,
偷,tōu,
錢包,qiánbāo,
拉,lā,
小偷,xiǎotōu,
丟,diū,
啊,ā,
汽車,qìchē,
輛,liàng,
船,chuán,
停車場,tíngchēchǎng,
搭,dā,
起飛,qǐfēi,
出來,chūlái,
進去,jìnqù,
回去,huíqu,
路口,lùkǒu,
紅綠燈,hónglǜdēng,
橋,qiáo,Duplicate Pinyin
這邊,zhèbiān,
這些,zhèxiē,
那些,nàxiē,
那邊,nàbiān,
旅遊,lǚyóu,
動物園,dòngwùyuán,
出發,chūfā,
離開,líkāi,
向,xiàng,Duplicate Pinyin
南,nán,Duplicate Pinyin
南部,nánbù,
南邊,nánbiān,
西部,xībù,
西邊,xībiān,
北,běi,
北部,běibù,
北邊,běibiān,
東部,dōngbù,
東邊,dōngbiān,
經過,jīngguò,
轉,zhuǎn,
掉,diào,Duplicate Pinyin
一直,yīzhí,
過去,guòqù,
最後,zuìhòu,
躺,tǎng,
中心,zhōngxīn,Duplicate Pinyin
外國,wàiguó,
護照,hùzhào,
行李,xínglǐ,
出口,chūkǒu,
油,yóu,
鑰匙,yàoshi,
袋子,dàizi,Duplicate Pinyin
公里,gōnglǐ,
方向,fāngxiàng,
出現,chūxiàn,
交通,jiāotōng,
臉,liǎn,
腿,tuǐ,
鼻,bí,
背,bèi,Duplicate Pinyin
嘴巴,zuǐba,
脖子,bózi,
感覺,gǎnjué,
救護車,jiùhùchē,
咳嗽,késòu,
發燒,fāshāo,
疼,téng,
保險,bǎoxiǎn,
看病,kànbìng,
病人,bìngrén,
掛號,guàhào,
牙刷,yáshuā,
剪,jiǎn,Duplicate Pinyin
藥房,yàofáng,
恢復,huīfù,
救命,jiùmìng,
影響,yǐngxiǎng,
飽,bǎo,
吃飽,chībǎo,
簡單,jiǎndān,
書店,shūdiàn,
超級市場,chāojíshìchǎng,
戴,dài,Duplicate Pinyin
流行,liúxíng,
藍色,lánsè,
綠色,lǜsè,
紅色,hóngsè,
黑色,hēisè,
手表,shǒubiǎo,
付,fù,Duplicate Pinyin
襯衫,chènshān,
毛衣,máoyī,
大衣,dàyī,
牛仔褲,niúzǎikù,
雨衣,yǔyī,
內衣,nèiyī,
帽子,màozi,
皮包,píbāo,
外套,wàitào,
舊,jiù,Duplicate Pinyin
價格,jiàgé,
價錢,jiàqián,
排隊,páiduì,
信用卡,xìnyòngkǎ,
比較,bǐjiào,
樣子,yàngzi,
特別,tèbié,
一般,yībān,
圓,yuán,Duplicate Pinyin
光,guāng,
看見,kànjiɑn,
其他,qítā,
聲音,shēngyīn,
大聲,dàshēng,
好像,hǎoxiàng,
奇怪,qíguài,
死,sǐ,
髒,zāng,
差不多,chàbuduō,
一共,yīgòng,
需要,xūyào,
牛排,niúpái,
米,mǐ,
三明治,sānmíngzhì,
西瓜,xīguā,
啤酒,píjiǔ,
紅茶,hóngchá,
點菜,diǎncài,
酸,suān,
鹹,xián,Duplicate Pinyin
辣,là,
點心,diǎnxīn,
冰淇淋,bīngqílín,
餅乾,bǐnggān,
漢堡,hànbǎo,
青菜,qīngcài,
鹽,yán,Duplicate Pinyin
糖,táng,
煮,zhǔ,
條,tiáo,
種,zhǒng,Duplicate Pinyin
夠,gòu,
任何,rènhé,
味道,wèidào,
全部,quánbù,
所有,suǒyǒu,
許多,xǔduō,
新鮮,xīnxian,
烤,kǎo,
嚐,cháng,Duplicate Pinyin
裝,zhuāng,
刀,dāo,
叉,chā,Duplicate Pinyin
湯匙,tāngchí,
筷子,kuàizi,
沒有,méiyǒu,
不用,bùyòng,
不但,bùdàn,
只好,zhǐhǎo,
正在,zhèngzài,
馬上,mǎshàng,
把,bǎ,
被,bèi,Duplicate Pinyin
讓,ràng,
或,huò,
或是,huòshì,
然後,ránhòu,
但是,dànshì,
而且,érqiě,
雖然,suīrán,
原來,yuánlái,
也許,yěxǔ,
為了,wèile,
必須,bìxū,
永遠,yǒngyuǎn,
那麼,nàme,
這麼,zhème,
本來,běnlái,
要是,yàoshì,
阿姨,āyí,
哎,āi,Duplicate Pinyin
唉,āi,Duplicate Pinyin
愛情,àiqíng,
愛惜,àixí,
愛心,àixīn,
安定,āndìng,
安排,ānpái,
安心,ānxīn,
按,àn,Duplicate Pinyin
按照,ànzhào,
巴士,bāshì,
把握,bǎwò,
白菜,báicài,
白天,báitian,
擺,bǎi,Duplicate Pinyin
百貨公司,bǎihuògōngsī,
班機,bānjī,
搬家,bānjiā,
辦理,bànlǐ,
半天,bàntiān,
半夜,bànyè,
幫助,bāngzhù,
榜樣,bǎngyàng,
包含,bāohán,
寶貝,bǎobèi,
寶貴,bǎoguì,
保護,bǎohù,
保守,bǎoshǒu,
保養,bǎoyǎng,
保證,bǎozhèng,
抱,bào,
抱怨,bàoyuàn,
報名,bàomíng,
背包,bēibāo,
北方,běifāng,
被動,bèidòng,
背後,bèihòu,
背景,bèijǐng,
輩子,bèizi,Duplicate Pinyin
本人,běnrén,
本子,běnzi,
笨,bèn,
逼,bī,
比如,bǐrú,
畢竟,bìjìng,
避免,bìmiǎn,
必要,bìyào,
鞭炮,biānpào,
變成,biànchéng,
變更,biàngēng,
變化,biànhuà,
便條,biàntiáo,
標準,biāozhǔn,
表達,biǎodá,
表面,biǎomiàn,
表示,biǎoshì,
表現,biǎoxiàn,
別的,biéde,
冰塊,bīngkuài,
伯伯,bóbo,
博士,bóshì,
播,bò,
不必,bùbì,
不斷,bùduàn,
不過,bùguò,
不見,bùjiàn,
不論,bùlùn,
不幸,bùxìng,
不用說,bùyòngshuō,
不得不,bùdébù,
不得了,bùdéliǎo,
不管,bùguǎn,
不滿,bùmǎn,
不如,bùrú,
不少,bùshǎo,
不足,bùzú,
部分,bùfen,
部門,bùmén,
布,bù,
擦,cā,
猜,cāi,
材料,cáiliào,
採用,cǎiyòng,
餐桌,cānzhuō,
參考,cānkǎo,
草地,cǎodì,
草原,cǎoyuán,
層,céng,Duplicate Pinyin
曾,céng,Duplicate Pinyin
曾經,céngjīng,
差別,chābié,
差異,chāyì,
差點兒,chàdiǎnr,
產品,chǎnpǐn,
產生,chǎnshēng,
嘗,chángshì,Duplicate Pinyin
超過,chāoguò,
超級,chāojí,
炒,chǎo,Duplicate Pinyin
吵架,chǎojià,
車禍,chēhuò,
趁,chèn,
成果,chéngguǒ,
成就,chéngjiù,
成熟,chéngshóu,
成長,chéngzhǎng,
程度,chéngdù,
承認,chéngrèn,
誠實,chéngshí,
吃喝玩樂,chīhēwánlè,
充實,chōngshí,
重新,chóngxīn,
蟲,chóng,
抽,chōu,
醜,chǒu,
臭,chòu,
初,chū,
出版,chūbǎn,
出差,chūchāi,
出門,chūmén,
出租,chūzū,
除了,chúle,
除夕,chúxì,
廚師,chúshī,
處理,chǔlǐ,
傳統,chuántǒng,
串,chuàn,
創造,chuàngzào,
吹,chuī,
春節,chūnjié,
詞,cí,
此,cǐ,
刺激,cìjī,
從不,cóngbù,
從來,cónglái,
從小,cóngxiǎo,
醋,cù,
存,cún,
存在,cúnzài,
寸,cùn,
錯誤,cuòwù,
挫折,cuòzhé,
答應,dāyìng,
達成,dáchéng,
打工,dǎgōng,
打架,dǎjià,
打聽,dǎtīng,
打仗,dǎzhàng,
打折,dǎzhé,
大大,dàdà,
大多數,dàduōshù,
大方,dàfāng,
大概,dàgài,
大會,dàhuì,
大陸,dàlù,
大門,dàmén,
大小,dàxiǎo,
大約,dàyuē,
代表,dàibiǎo,
代替,dàitì,
帶來,dàilái,
帶領,dàilǐng,
單純,dānchún,
單身,dānshēn,
擔任,dānrèn,
淡,dàn,Duplicate Pinyin
當場,dāngchǎng,
當地,dāngdì,
當面,dāngmiàn,
當年,dāngnián,
當天,dàngtiān,
當中,dāngzhōng,
當作,dàngzuò,Duplicate Pinyin
當做,dàngzuò,Duplicate Pinyin
倒,dǎo,Duplicate Pinyin
島,dǎo,Duplicate Pinyin
導演,dǎoyǎn,
到處,dàochù,
到底,dàodǐ,
道德,dàodé,
道教,dàojiào,
道理,dàolǐ,
道歉,dàoqiàn,
倒是,dàoshì,Duplicate Pinyin
得到,dédào,
得意,déyì,
得很,dehěn,
的話,dehuà,
燈光,dēngguāng,
等待,děngdài,
低,dī,Duplicate Pinyin
敵人,dírén,
底下,dǐxia,
抵達,dǐdá,
地板,dìbǎn,
地帶,dìdài,
地點,dìdiǎn,
地理,dìlǐ,
地區,dìqū,
地攤,dìtān,
地位,dìwèi,
地下,dìxià,
地形,dìxíng,
電車,diànchē,
電池,diànchí,
電燈,diàndēng,
店員,diànyuán,
調查,diàochá,
訂,dìng,Duplicate Pinyin
東北,dōngběi,
東方,dōngfāng,
東南,dōngnán,
懂事,dǒngshì,
逗,dòu,
豆腐,dòufu,
豆漿,dòujiāng,
都市,dūshì,
毒品,dúpǐn,
獨特,dútè,
讀者,dúzhě,
段,duàn,
堆,duī,
對方,duìfāng,
對話,duìhuà,
對了,duìle,
對象,duìxiàng,
多多少少,duōduoshǎoshǎo,
多麼,duōme,
頓,dùn,Duplicate Pinyin
嗯,en,
兒童,értóng,
發表,fābiǎo,
發財,fācái,
發出,fāchū,
發達,fādá,
發揮,fāhuī,
發覺,fājué,Duplicate Pinyin
發明,fāmíng,
發脾氣,fāpíqi,
發票,fāpiào,
法律,fǎlǜ,
翻,fān,Duplicate Pinyin
翻譯,fānyì,
煩惱,fánnǎo,
反而,fǎnér,
反應,fǎnyìng,Duplicate Pinyin
犯,fàn,Duplicate Pinyin
範圍,fànwéi,
方面,fāngmiàn,
方式,fāngshì,
房東,fángdōng,
房客,fángkè,
房屋,fángwū,
訪問,fǎngwèn,
放心,fàngxīn,
費用,fèiyòng,
分開,fēnkāi,
份,fèn,Duplicate Pinyin
豐富,fēngfù,
風格,fēnggé,
風俗,fēngsú,
佛教,fójiào,
否則,fǒuzé,
夫婦,fūfù,
符合,fúhé,
福利,fúlì,
服裝,fúzhuāng,
腐敗,fǔbài,
付出,fùchū,
負擔,fùdān,
負責,fùzé,
複習,fùxí,
改,gǎi,
改變,gǎibiàn,
改進,gǎijìn,
改善,gǎishàn,
改天,gǎitiān,
蓋,gài,Duplicate Pinyin
概念,gàiniàn,
趕,gǎn,
趕快,gǎnkuài,
趕上,gǎnshàng,
感動,gǎndòng,
感想,gǎnxiǎng,
感興趣,gǎnxìngqù,
高速,gāosù,
高中,gāozhōng,
搞,gǎo,
歌曲,gēqǔ,
歌星,gēxīng,
隔壁,gébì,
革命,gémìng,
個人,gèrén,
個子,gèzi,
各式各樣,gèshìgèyàng,
各位,gèwèi,
根,gēn,Duplicate Pinyin
根據,gēnjù,
更加,gèngjiā,
公尺,gōngchǐ,
公分,gōngfēn,
公共,gōnggòng,
公克,gōngkè,Duplicate Pinyin
公路,gōnglù,
功夫,gōngfu,Duplicate Pinyin
功能,gōngnéng,
工具,gōngjù,
工業,gōngyè,
恭喜,gōngxǐ,
共同,gòngtóng,
貢獻,gòngxiàn,
溝通,gōutōng,
購買,gòumǎi,
姑娘,gūniáng,
古,gǔ,Duplicate Pinyin
古代,gǔdài,
古蹟,gǔjī,Duplicate Pinyin
古老,gǔlǎo,
故意,gùyì,
刮,guā,
乖,guāi,
觀察,guānchá,
觀點,guāndiǎn,
觀念,guānniàn,
觀眾,guānzhòng,
罐,guàn,Duplicate Pinyin
廣播,guǎngbò,
廣場,guǎngchǎng,
廣告,guǎnggào,
逛,guàng,
逛街,guàngjiē,
規矩,guījǔ,
規模,guīmó,
鬼,guǐ,
貴姓,guìxìng,
櫃子,guìzi,
國內,guónèi,
國外,guówài,
國王,guówáng,
國語,guóyǔ,
過日子,guòrìzi,
嗨,hāi,
還好,háihǎo,
還要,háiyào,
海報,hǎibào,
海灘,hǎitān,
海洋,hǎiyáng,
害怕,hàipà,
航空,hángkōng,
好處,hǎochù,
好好,hǎohǎo,
好幾,hǎojǐ,
好了,hǎole,
好些,hǎoxiē,
合唱,héchàng,
合作,hézuò,
恨,hèn,
恨不得,hènbude,
紅包,hóngbāo,
紅豆,hóngdòu,
厚,hòu,
忽然,hūrán,
糊塗,hútú,
互相,hùxiāng,
花心,huāxīn,
滑雪,huáxuě,
畫家,huàjiā,
話說回來,huàshuōhuílái,
話題,huàtí,
化妝品,huàzhuāngpǐn,
壞處,huàichù,
環保,huánbǎo,
回想,huíxiǎng,Duplicate Pinyin
會場,huìchǎng,
會話,huìhuà,Duplicate Pinyin
會議,huìyì,Duplicate Pinyin
婚禮,hūnlǐ,
婚姻,hūnyīn,
混亂,hùnluàn,
或許,huòxǔ,
基本,jīběn,
基礎,jīchǔ,
基督教,jīdūjiào,
激動,jīdòng,Duplicate Pinyin
激烈,jīliè,
積極,jījí,
機器,jīqì,
及,jí,Duplicate Pinyin
極了,jíle,
擠,jǐ,Duplicate Pinyin
既,jì,Duplicate Pinyin
記錄,jìlù,
記憶,jìyì,Duplicate Pinyin
季節,jìjié,
紀念,jìniàn,
技巧,jìqiǎo,
繼續,jìxù,
加強,jiāqiáng,
加入,jiārù,
加上,jiāshàng,
加油,jiāyóu,
家鄉,jiāxiāng,
家長,jiāzhǎng,
假如,jiǎrú,
假裝,jiǎzhuāng,
假日,jiàrì,
價值,jiàzhí,
肩膀,jiānbǎng,
堅持,jiānchí,
堅強,jiānqiáng,
減,jiǎn,Duplicate Pinyin
減輕,jiǎnqīng,
減少,jiǎnshǎo,
簡直,jiǎnzhí,
建立,jiànlì,
建設,jiànshè,
建議,jiànyì,
將來,jiānglái,
講價,jiǎngjià,
講究,jiǎngjiu,
獎學金,jiǎngxuéjīn,
降低,jiàngdī,
醬油,jiàngyóu,
交流,jiāoliú,
交友,jiāoyǒu,
驕傲,jiāoào,
郊區,jiāoqū,
角度,jiǎodù,
角色,jiǎo,Duplicate Pinyin
教材,jiàocái,
教導,jiàodǎo,
教法,jiàofǎ,
教練,jiàoliàn,
教授,jiàoshòu,
教訓,jiàoxun,
教育,jiàoyù,
接觸,jiēchù,
接受,jiēshòu,
接著,jiēzhe,
結果,jiéguǒ,
結局,jiéjú,
節日,jiérì,
解決,jiějué,
姊妹,jiěmèi,
僅,jǐn,
儘管,jǐnguǎn,
盡,jìn,Duplicate Pinyin
進行,jìnxíng,
進一步,jìnyíbù,
經費,jīngfèi,
精神,jīngshén,
驚訝,jīngyà,
酒吧,jiǔbā,
舅舅,jiùjiu,
舅媽,jiùmā,
就是,jiùshì,
就算,jiùsuàn,
就要,jiùyào,
居住,jūzhù,
橘子,júzi,
舉,jǔ,
舉辦,jǔbàn,
舉手,jǔshǒu,
舉行,jǔxíng,
聚,jù,
劇本,jùběn,
劇情,jùqíng,
拒絕,jùjué,
距離,jùlí,
具有,jùyǒu,
絕對,juéduì,
軍隊,jūnduì,
軍人,jūnrén,
卡車,kǎchē,
開放,kāifàng,
開花,kāihuā,
開朗,kāilǎng,
開玩笑,kāiwánxiào,
看不起,kànbuqǐ,
看法,kànfǎ,
看起來,kànqǐlái,
棵,kē,Duplicate Pinyin
刻,kè,
科技,kējì,
可靠,kěkào,
可樂,kělè,
可惡,kěwù,
可惜,kěxí,
渴望,kěwàng,Duplicate Pinyin
克服,kèfú,
課程,kèchéng,
課堂,kètáng,
課文,kèwén,
客滿,kèmǎn,
肯,kěn,
肯定,kěndìng,
空間,kōngjiān,
空軍,kōngjūn,
恐怕,kǒngpà,
口袋,kǒudài,
口味,kǒuwèi,
誇張,kuāzhāng,
快要,kuàiyào,
寬,kuān,
況且,kuàngqiě,
困難,kùnnán,
擴大,kuòdà,
拉肚子,lādùzi,
啦,la,
來不及,láibùjí,
來得及,láidejí,
浪漫,làngmàn,
老公,lǎogōng,
老虎,lǎohǔ,
老婆,lǎopo,
老實,lǎoshi,
老是,lǎoshì,
樂觀,lèguān,
樂趣,lèqù,
垃圾,lèsè,
淚,lèi,Duplicate Pinyin
類,lèi,Duplicate Pinyin
冷淡,lěngdàn,
離婚,líhūn,
裡邊,lǐbiān,
理解,lǐjiě,
理論,lǐlùn,
理想,lǐxiǎng,
裏面,lǐmiàn,Duplicate Pinyin
禮堂,lǐtáng,
力量,lìlìang,
厲害,lìhai,
立刻,lìkè,
例如,lìrú,
例子,lìzi,
利益,lìyì,
利用,lìyòng,
連,lián,
連續劇,liánxùjù,
戀愛,liànài,
良好,liánghǎo,
了不起,liǎobuqǐ,
靈魂,línghún,
零錢,língqián,
零用錢,língyòngqián,
領導,lǐngdǎo,
領域,lǐngyù,
令,lìng,Duplicate Pinyin
流汗,liúhàn,
流血,liúxiě,
留學,liúxué,
留學生,liúxuéshēng,
龍,lóng,
錄取,lùqǔ,
錄音,lùyīn,
露營,lùyíng,
輪胎,lúntāi,
旅客,lǚkè,
律師,lǜshī,
馬桶,mǎtǒng,
碼頭,mǎtou,
螞蟻,mǎyǐ,
罵,mà,
嘛,ma,Duplicate Pinyin
滿足,mǎnzú,
慢慢,mànmàn,
慢跑,mànpǎo,
慢用,mànyòng,
毛病,máobìng,
貿易,màoyì,
沒什麼,méishénme,
沒想到,méixiǎngdào,
玫瑰,méigui,
美好,měihǎo,
夢,mèng,
迷路,mílù,
迷人,mírén,
米飯,mǐfàn,
米粉,mǐfěn,
秘,mìmì,
密切,mìqiè,
免費,miǎnfèi,
面積,miànjī,
面前,miànqián,
麵條,miàntiáo,
描寫,miáoxiě,
秒,miǎo,
廟,miào,
民國,mínguó,
民族,mínzú,
名詞,míngcí,
明白,míngbái,
明顯,míngxiǎn,
明星,míngxīng,
摸,mō,
摩托車,mótuōchē,
陌生,mòshēng,
某,mǒu,
木,mù,
木頭,mùtou,
目的,mùdì,
目前,mùqián,
拿手,náshǒu,
哪些,nǎxiē,
那樣,nàyàng,
奶茶,nǎichá,
耐心,nàixīn,
南方,nánfāng,Duplicate Pinyin
難怪,nánguài,
難看,nánkàn,
腦子,nǎozi,
鬧鐘,nàozhōng,
內容,nèiróng,
能夠,nénggòu,
能力,nénglì,
年代,niándài,
年齡,niánlíng,
年年,niánnián,
念書,niànshū,
農業,nóngyè,
女士,nǚshì,
喔,ō,
哦,ó,
噢,yǔ,Duplicate Pinyin
拍,pāi,
牌子,páizi,
盼望,pànwàng,
陪,péi,Duplicate Pinyin
培養,péiyǎng,
配,pèi,
配合,pèihé,
碰,pèng,
碰到,pèngdào,
碰上,pèngshàng,
批評,pīpíng,
皮帶,pídài,
皮膚,pífū,
皮鞋,píxié,
篇,piān,Duplicate Pinyin
騙子,piànzi,Duplicate Pinyin
品質,pǐnzhí,
